SRR12567135	SRR12567136	SRR12567137	SRR12567138	SRR12567139	SRR12567140	SRR12567141	SRR12567142	SRR12567143	SRR12567144	SRR12567145	SRR12567146	SRR12567147	SRR12567148	SRR12567149	SRR12567150	SRR12567151	SRR12567152	SRR12567153	SRR12567154	SRR12567155	SRR12567156	SRR12567157	SRR12567158	SRR12567159	SRR12567160	SRR12567161	SRR12567162	SRR12567163	SRR12567164	SRR12567165	SRR12567166	SRR12567167	SRR12567168	SRR12567169	SRR12567170	SRR12567171	SRR12567172	SRR12567173	SRR12567174	SRR12567175	SRR12567176	SRR12567177	SRR12567178	SRR12567179	SRR12567180	SRR12567181	SRR12567182	SRR12567183	SRR12567184	SRR12567185	SRR12567186	SRR12567187	SRR12567188	SRR12567189	SRR12567190	SRR12567191	SRR12567192	SRR12567193	SRR12567194	SRR12567195	SRR12567196	SRR12567197	SRR12567198	SRR12567199	SRR12567200	SRR12567201	SRR12567202	SRR12567203	SRR12567204	SRR12567205	SRR12567206	SRR12567207	SRR12567208	SRR12567209	SRR12567210	SRR12567211	SRR12567212	SRR12567213	SRR12567214	SRR12567215	SRR12567216	SRR12567217	SRR12567218	SRR12567219	SRR12567220	SRR12567221	SRR12567222	SRR12567223	SRR12567224	SRR12567225	SRR12567226	SRR12567227	SRR12567228	SRR12567229	SRR12567230	SRR12567231	SRR12567232	SRR12567233	SRR12567234	SRR12567235	SRR12567236	SRR12567237	SRR12567238	SRR12567239	SRR12567240	SRR12567241	SRR12567242	SRR12567243	SRR12567244	SRR12567245	SRR12567246	SRR12567247	SRR12567248	SRR12567249	SRR12567250	SRR12567251	SRR12567252	SRR12567253	SRR12567254	SRR12567255	SRR12567256	SRR12567257	SRR12567258	SRR12567259	SRR12567260	SRR12567261	SRR12567262	SRR12567263	SRR12567264	SRR12567265	SRR12567266	SRR12567267	SRR12567268	SRR12567269	SRR12567270	SRR12567271	SRR12567272	SRR12567273	SRR12567274	SRR12567275	SRR12567276	SRR12567277	SRR12567278	SRR12567279	SRR12567280	SRR12567281	SRR12567282	SRR12567283	SRR12567284	SRR12567285	SRR12567286	SRR12567287	SRR12567288	SRR12567289	SRR12567290	SRR12567291	SRR12567292	SRR12567293	SRR12567294	SRR12567295	SRR12567296	SRR12567297	SRR12567298	SRR12567299	SRR12567300	SRR12567301
asv21	0	51	2334	54	0	87	36	912	0	3829	4930	0	386	258	371	0	1927	0	91	0	266	843	0	0	4693	0	44	183	90	0	399	19	42271	9	0	74	1154	6	0	4003	53	612	12215	8387	3166	38	0	414	12	501	6288	61	76	541	150	32317	16744	494	32	0	4437	0	0	103	0	0	49	2925	158	0	0	0	0	3750	329	0	746	11392	3416	118	90	750	13562	1240	3386	0	110	328	1362	360	19	0	0	0	0	35	19	17	227	22	22	21	22	19	28	27	0	27	40	0	22	19	23	27	17	27	35	13	27	0	0	5	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	19	13	20647	0	20	0	0	0	0	19173	0	840	0	45	0	11113	191	0	0	0	4357	0	0	472	0	436	692
asv22	0	68	0	1520	81	340	0	0	75	624	0	0	1175	119	376	0	0	5380	0	228	0	0	0	0	0	0	38	0	552	32	2813	0	0	0	0	447	1316	0	0	0	1966	3412	0	0	4517	28834	259	222	9249	760	385	0	28	11	520	4584	0	3659	0	0	13097	55192	21117	668	0	0	0	0	0	0	897	0	0	221	219	2333	1045	4259	52	0	1149	124	7038	0	4471	0	44603	14	1267	1097	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8703	0	1749	81	0	0	6	0	3253	0	0	0	0	0	0	0	0	4514
asv23	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3051	10422	86	0	202575	0	0	0	35	1242	0	1321	649	0	0	0	44	0	0	0	0	0	0	0	14	0	0	0	0	0	0	23	222	0	268	0	48	4101	1701	0	0	373	0	0	20206	460	1408	0	0	0	608	0	597	54	38	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
asv24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	36816	220	27689	0	65685	1002	414	0	2933	1932	766	6717	1050	5638	2586	0	5328	7497	0	687	0	1822	818	630	23049	4310	0	259	1486	0	198	0	1167	1888	88	5597	1302	88	0	701	0	22	0	291	7489	1006	0	18557	0	31	1179	0	145	1012	0	134	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	17	0	0
asv25	0	0	778	3395	187	0	0	10979	26	24275	1590	12	191	54	0	10159	272	454	112	32	0	6660	300	0	615	0	31	0	2781	211	25	0	755	2073	48	0	2560	1572	100	20	86	465	80	979	460	3049	0	128	11562	809	5575	46	90	97	5242	74	3736	4208	17144	0	203	0	14449	58	0	362	47	1160	173	26210	5	42	1734	106	1181	5	0	81	263	4	56	10663	469	31599	4252	23	0	0	459	399	346	3	12	0	8	826	0	0	22	0	0	0	59	0	181	0	0	0	0	0	0	119	0	0	0	0	19	0	9	0	0	0	0	0	0	92	0	0	0	0	0	0	108	0	0	0	19	53	64	621	0	0	518	34	0	0	0	54	0	12747	0	707	40	214	0	309	20	676	0	0	85	1089	0	111	5	0	332
asv26	0	104	921	1002	80	981	1473	675	0	2384	8125	0	1271	10228	185	78	823	463	1417	24	191	455	3378	21	2664	4101	52	1276	430	0	5248	760	1395	27	0	1179	280	204	12	4969	63	288	5187	2379	2952	19	263	1584	1410	4953	2324	1263	24	5068	293	6993	2091	388	2094	670	6572	0	2318	100	0	0	113	1856	4560	8558	92	46	1962	434	7033	3902	1586	15318	3492	17	1341	931	21831	93	1408	0	2144	1740	4818	339	0	0	0	15	0	21	5	12	460	5	6	12	15	19	22	0	0	0	0	0	14	18	15	0	0	26	22	6	0	0	281	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	15	0	424	0	0	0	0	0	0	5688	0	385	64	2001	78	5955	3262	691	967	36	22	9121	7	1962	6840	342	575
asv27	0	13	0	244	24	189	174	0	0	1467	3641	0	352	106	1070	0	0	13899	0	2412	22	16	3073	0	13404	0	42	0	265	43	1606	121	14333	0	0	0	0	0	0	0	56	60	0	0	3203	41	69	460	519	524	4146	17147	42	32	399	8497	1516	920	0	982	0	0	2020	0	0	17	0	0	0	0	0	38	1686	1321	1357	6153	492	11566	0	0	1	11592	19900	0	6671	0	545	291	613	1772	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	32	0	0	100	0	0	0	0	0	0	106	0	0	0	0	0	0	9285	0	6	13	3346	279	35	0	16142	0	0	363	10703	0	22722	0	0	0
asv28	171	131	3188	594	231	38	4988	113	0	56	621	103	785	4468	151	0	6171	1315	0	3715	1093	2558	0	51	2141	470	52	3178	880	0	342	2204	1617	0	0	983	2542	18470	3768	10357	2378	199	0	6369	2640	20376	1328	3369	0	274	1700	499	419	1070	130	2177	2903	2062	2561	0	695	0	2191	0	0	0	410	5237	632	905	0	3304	2174	1076	304	826	613	5847	9	36	5672	6716	2493	2051	1308	195	631	13751	128	167	19	0	0	0	9	311	12	29	2112	0	0	0	37	8	0	0	0	0	7	0	8	8	0	34	0	8	11	0	10	0	0	0	0	718	0	0	0	0	0	0	0	17	1054	0	0	0	0	10	44	600	18	13	5317	0	60	0	0	147	0	2586	0	1734	107	167	0	2200	1839	1913	0	34	3491	1218	0	2007	8995	127	0
asv29	0	0	2119	445	0	116	0	208	0	1680	6077	41737	1086	2876	335	0	1640	0	0	920	1516	1495	501	0	3636	1603	0	3320	270	0	469	0	6013	0	0	0	1139	0	1392	6931	0	22	2279	2104	1327	359	122	0	0	887	1417	1249	364	1624	324	3651	2083	2344	509	675	4527	0	0	221	0	0	728	2823	203	0	1190	0	259	418	0	1075	638	1928	1975	0	201	337	8636	0	578	56779	8989	0	257	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	68	0	0	0	0	0	0	0	0	0	23	0	0	0	11	0	41	0	0	0	0	0	0	0	0	0	4380	0	0	0	0	0	0	2007	4804	835	0	327	0	1448	3129	0	0	0	1586	656	0	1534	0	103	0
asv30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	44	0	17	0	0	0	0	0	0	0	0	77729	0	98756	0	0	1138	0	0	244	1742	0	0	941	468	0	0	0	6256	0	0	25	3813	1126	0	0	0	11590	0	0	0	4968	0	0	0	404	0	994	0	0	0	0	32	0	0	0	16	0	0	2189	0	507	0	0	132	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	124	0	0
asv31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	24404	324	0	0	4292	0	0	0	0	71	968	49	819	0	137	0	0	38	0	1084	0	0	0	206	0	2022	127	0	0	0	0	0	7101	770	0	0	2383	3422	1255	13	0	0	81019	0	64663	0	3158	0	0	0	1809	0	0	2120	1732	1152	0	2044	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	14	0	0
asv32	0	186	2528	800	179	42	9095	407	0	33	500	0	1096	5394	286	0	3170	3254	0	5620	0	2152	308	76	1680	881	38	2143	1518	0	93	3835	2113	15	0	1674	3046	1315	4144	1359	1203	223	3276	7180	912	11967	986	1637	19	1299	2393	608	700	798	239	1770	1648	1366	2233	0	136	0	3909	0	0	0	221	5300	1129	651	21	9839	959	926	107	327	387	13222	0	27	3985	718	5124	1280	818	0	216	26784	291	410	0	0	0	0	0	95	0	0	1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0	0	26	0	0	0	0	480	0	0	0	12	0	0	402	0	0	0	8	46	0	0	129	0	1475	0	1225	54	144	0	3012	1084	3589	0	34	0	1060	27	1721	9647	372	2204
asv33	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	72552	0	0	0	0	0	0	0	0	0	0	0	0	0	188	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125617	0	153	0	0
asv34	184	192	1380	1929	356	43	2415	0	0	1300	1287	8409	4779	10538	301	151	2760	20	93	147	227	11309	0	0	5029	5405	81	1774	688	0	242	2316	855	0	0	230	2665	3818	5044	398	526	7040	1614	1575	872	1016	1544	2657	3625	4731	2221	1305	597	1131	558	711	582	1274	58	232	2359	7288	2121	0	0	0	1697	5240	1650	1069	0	76	1229	466	289	2614	357	582	0	50	973	2750	985	1914	510	6280	10342	3480	4330	386	48	16	23	293	22	27	17	26	2453	0	0	0	14	64	23	18	0	28	65	0	15	27	177	65	0	18	76	0	0	0	105	0	17	16	0	10	0	0	33	0	0	0	296	0	0	0	0	67	30	229	0	19	775	275	99	0	14	34	0	1524	1165	448	274	176	70	6113	5411	0	59	0	87	469	0	231	0	125	109
asv35	0	0	0	787	68	0	0	0	0	0	0	46	88	28	48	0	453	0	327	60	0	0	451	0	0	0	0	0	761	0	0	0	0	0	0	0	61280	63	0	0	48	0	0	0	0	0	119	113	46824	0	18830	0	32	351	83	1247	0	0	0	18370	3454	0	0	0	10	0	293	8758	6143	0	0	0	0	5064	86	0	0	0	3426	0	0	0	6	2239	146	754	42	0	0	24	0	0	0	0	0	0	0	0	30	0	0	0	0	7	11	0	0	0	0	0	8	17	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3358	0	0	0	0	0	0	353	30	44	59	307	0	0	12	0	0	0	596	293	0	0	0	0	235
asv36	0	20	0	0	0	0	0	0	0	0	0	0	112	15	0	96	44512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	4	13	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	138744	0	0	0	0	0	0	0	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	386	0	0	0	0	0	0	0	0	0	0
asv37	0	93	4191	0	0	0	5743	0	0	498	0	0	1292	1564	229	0	0	0	0	0	33	0	0	0	0	0	0	3779	0	0	0	2924	0	0	0	0	0	1493	812	0	91	0	0	7231	106	10667	289	2485	0	1405	939	290	0	0	0	15376	0	2397	0	1249	20323	0	10156	218	7	0	79	5257	10679	3336	0	0	1462	8515	0	0	0	0	0	0	0	57	0	22233	3412	0	8529	7126	2465	401	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	169	0	0	0	78	0	0	0	0	0	0	0	0	0	6703	0	2090	249	0	0	0	0	0	0	0	0	0	0	0	0	0	168
asv38	34	49	159	336	640	103	619	2378	0	1281	3667	0	967	4386	1087	26	6585	0	0	2225	583	2272	0	0	14626	3401	18	247	399	59	767	366	3270	30	0	317	77	128	0	5383	1191	694	11373	256	3559	0	1116	182	709	2029	18	689	157	1478	637	18491	1689	0	5	268	4394	0	207	0	0	6	0	1725	0	652	21	71	49	2113	1000	1138	1452	627	7143	0	520	2451	746	5	1029	0	1642	759	0	1706	42	13	0	0	0	26	15	4	1209	4	11	7	9	6	12	5	0	14	15	0	8	15	17	9	9	14	26	0	4	0	0	0	7	0	0	0	0	9	2	0	0	0	12	0	0	20	0	0	7	0	14	0	713	0	19	0	0	11	0	9888	0	565	41	0	33	7505	19755	0	0	17	397	0	0	2303	0	391	0
asv39	0	217	568	564	106	48	985	615	478	141	75	4605	1874	1458	106	3069	1836	817	784	273	0	122	894	624	433	82	150	433	434	2459	214	268	328	0	8757	76	195	417	34077	1597	2667	44	1317	332	1859	587	873	1458	10421	3060	258	343	163	638	385	73	1613	1464	238	0	0	69	1014	0	413	3983	63	1756	0	767	496	0	2883	1082	317	930	206	4342	590	0	796	358	495	1954	583	1229	970	2386	4045	1812	0	0	50	232	0	21	0	0	176	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	315	0	0	0	0	0	0	0	0	239	25	0	0	0	0	0	142	0	0	0	0	0	0	27	250	9	3063	1560	3563	647	1645	1542	1416	230	530	2426	0	0	2403	0	263	8879	381	226
asv40	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	632	593	0	0	113038	0	1165	0	0	154	0	4580	626	0	0	0	5053	72	0	120	0	0	3555	25	0	113	0	0	0	0	0	0	4282	0	0	0	0	0	0	0	0	0	1419	0	500	948	4668	0	0	0	0	0	4608	1700	173	2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4204	0	0	36632	64822	512	1046	0	0	1708	0	0	0	0	527	0	1129	0	0	51	0	0	0	5229	0	0	1673	0	0	0	0	0	11	452	26	1576	0	0	0	453	0	0	0	0	8375	0	5518	18716	0	777	44	0	60	1630	995	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1385	0	0	0	0	799	0	0	0	0	0	0	0	1021	4329	0	0	0	4780	0	0	0	0	0	0	0	3094	129494	5116	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	25	0	757	0	2283	23072	86882	97	58	0	149	705	187	197	53	104	458	14	186	114	0	405	118	44	421	268	0	585	329	56	0	0	0	0	344	5	187	0	568	56	39	0	0	2786	2618	0	1965	18	2605	9391	5141	45	138	0	173	194	77	274	429	72	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	29	0	0
asv44	0	18	2705	8	0	0	0	532	0	111	587	8528	0	192	205	0	147	0	0	0	0	533	0	0	313	124	0	639	54	13	96	0	3972	0	0	0	10286	1750	0	461	751	0	1200	1589	1193	0	0	0	0	0	528	354	15	422	100	31079	0	0	1463	0	821	0	2304	0	0	0	0	10454	54	16	3844	0	0	4281	305	0	0	48	12778	0	41	302	1364	1850	1047	6436	0	0	0	202	15	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	5741	7734	194	0	0	0	2050	71	0	0	0	108	0	0	442	0	0	1643
asv45	201	0	0	68	0	0	1274	0	0	6	0	6	0	24	0	0	0	6	0	13	0	9	0	7	0	0	7	0	0	0	0	810	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	44	0	15	0	47862	0	30538	15268	0	0	0	0	0	10	0	64	0	14	0	0	15	0	13831	0	0	0	25	0	0	22	770	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	448	0	167	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21696	0	0	0	263	7	7	0	31	0	7	5	0	0	7	0	0	0	32	14	0	0	365	47	0	0	130	25	0	103	0	5
asv46	18	0	532	0	354	26	0	1337	52	0	0	0	69	2615	73	36	0	0	9929	0	82	12120	0	0	0	88	0	908	25	0	0	0	0	0	0	81	0	1039	0	0	42	15615	767	412	3509	0	47	0	22634	544	0	1837	379	5874	24	0	2090	1690	0	0	0	0	1686	0	0	0	0	0	298	4105	0	65	0	183	0	210	0	11433	10951	0	537	2909	0	0	0	0	0	0	0	105	419	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	446	0	0	0	0	0	0	0	0	262	0	0	0	10142	117	0	0	0	375	518	0	0	13	1344	2754
asv47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	0	23593	49698	812	776	0	1031	495	724	0	695	0	2299	131	5	383	0	614	0	483	825	0	0	1373	1063	803	0	0	3690	3206	0	754	243	1919	1298	541	0	3660	0	0	0	988	0	0	1727	9416	4225	0	844	0	1985	1351	423	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv48	0	144	0	0	0	0	0	0	0	0	25286	0	603	181	0	0	0	0	0	0	0	0	0	0	195	0	37	0	0	0	0	0	149	0	0	0	87780	0	0	0	109	0	0	0	0	33	0	290	0	968	0	230	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	928	0	0	0	20	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550	44	0	0	0	0	0	0	0	0	0	0	394	0	0	0
asv49	0	0	0	0	0	0	0	0	0	2743	0	0	0	1930	0	0	0	0	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423	0	55	0	0	0	0	4408	0	0	0	0	0	0	10598	1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	34518	0	0	0	6750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0	0	38274	0	224	205	0	0	0	0	0	0	0	0	0	0	0	0	0	147
asv50	60	0	621	526	1067	0	269	68	0	253	1219	4145	793	3564	526	19	1222	0	0	784	202	4890	0	0	8133	3553	12	686	332	15	99	647	2185	0	0	171	66	2038	7803	2558	530	1970	767	2985	565	4539	397	2539	0	331	633	931	132	855	172	5378	972	770	162	4	3316	0	2875	0	9	0	298	1074	493	64	90	47	220	525	134	244	77	1354	3469	0	1658	1972	295	282	196	2445	994	834	68	846	11	0	0	2	0	0	8	11	530	7	2	9	13	0	10	4	0	10	13	0	16	5	5	12	7	13	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	4	6	6	0	0	4	0	0	0	0	440	25	0	41	38	0	886	2817	0	0	0	125	551	0	243	0	36	0
asv51	0	188	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4968	0	0	0	0	0	6999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	6	0	0	0	0	16499	1150	8471	11885	6971	68	36	0	748	295	0	36	72	0	101	0	1038	82	0	71	0	34	217	137	0	1310	194	71	9664	0	1957	1574	2722	43	38	833	162	99	1042	1365	0	0	0	0	0	4063	662	12628	806	153	457	0	1009	189	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
asv52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	122	0	198	117	564	0	2706	0	1047	250	0	0	0	1087	14396	3135	2515	0	0	1346	0	447	0	0	0	786	1871	31	2303	0	422	473	278	0	0	0	4316	0	115	1081	9440	35658	7105	14	1208	0	1634	0	0	2626	0	2659	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
asv53	0	124	1461	100	189	0	223	340	0	814	1196	4666	2663	8578	193	25	1145	0	68	0	61	482	0	0	1140	566	73	1540	87	12	75	158	150	0	0	0	177	112	0	637	160	15	3499	822	545	564	579	1140	323	3131	217	868	202	197	117	2159	97	220	597	239	2970	0	0	71	0	0	0	827	2242	22	257	11	650	1287	1266	0	206	1613	10638	22	275	200	3559	72	349	2871	4009	230	1407	213	22	4	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	16	0	0	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	718	0	0	0	0	0	0	0	0	19	0	0	0	0	1672	379	1980	256	33	0	3156	10871	0	0	0	0	60	0	313	530	28	339
asv54	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4047	0	0	0	513	444	0	3055	0	963	0	3177	17	308	0	0	0	0	3083	0	277	1813	0	0	101	10	4880	0	0	0	1080	419	23	481	0	515	791	196	4152	0	0	4332	13	12942	715	13325	1857	18012	0	2366	0	2969	185	0	2233	2917	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv55	0	25	1119	403	125	73	667	191	0	977	358	5971	773	2637	118	11	1735	0	0	62	320	2773	0	0	8315	579	10	1187	140	0	140	502	1284	7	0	50	248	867	6	1338	339	175	671	1342	1168	0	663	360	0	473	471	68	79	479	118	2813	2442	980	315	0	953	0	1209	0	0	5	0	902	157	232	234	0	747	1129	48	82	544	1220	4957	0	222	456	1672	892	1150	1748	579	561	417	239	17	0	0	0	0	0	0	0	3295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	2412	0	0	0	0	0	0	9686	874	741	0	52	0	911	4543	0	0	0	600	212	0	2440	0	116	147
