SRR12533881	SRR12533882	SRR12533883	SRR12533884	SRR12533885	SRR12533886	SRR12533887	SRR12533888	SRR12533889	SRR12533890	SRR12533891	SRR12533892	SRR12533893	SRR12533894	SRR12533895	SRR12533896	SRR12533897	SRR12533898	SRR12533899	SRR12533900	SRR12533901	SRR12533902	SRR12533903	SRR12533904	SRR12533905	SRR12533906	SRR12533907	SRR12533908	SRR12533909	SRR12533910	SRR12533911	SRR12533912	SRR12533913	SRR12533914	SRR12533915	SRR12533916	SRR12533917	SRR12533918	SRR12533919	SRR12533920	SRR12533921	SRR12533922	SRR12533923	SRR12533924	SRR12533925	SRR12533926	SRR12533927	SRR12533928	SRR12533929	SRR12533930	SRR12533931	SRR12533932	SRR12533933	SRR12533934	SRR12533935	SRR12533936	SRR12533937	SRR12533938	SRR12533939	SRR12533940	SRR12533941	SRR12533942	SRR12533943	SRR12533944	SRR12533945	SRR12533946	SRR12533947	SRR12533948	SRR12533949	SRR12533950	SRR12533951	SRR12533952	SRR12533953	SRR12533954	SRR12533955	SRR12533956	SRR12533957	SRR12533958	SRR12533959	SRR12533960	SRR12533961	SRR12533962	SRR12533963	SRR12533964	SRR12533965	SRR12533966	SRR12533967	SRR12533968	SRR12533969	SRR12533970	SRR12533971	SRR12533972	SRR12533973	SRR12533974	SRR12533975	SRR12533976	SRR12533977	SRR12533978	SRR12533979	SRR12533980	SRR12533981	SRR12533982	SRR12533983	SRR12533984	SRR12533985	SRR12533986	SRR12533987	SRR12533988	SRR12533989	SRR12533990	SRR12533991	SRR12533992	SRR12533993	SRR12533994	SRR12533995	SRR12533996	SRR12533997	SRR12533998	SRR12533999	SRR12534000	SRR12534001	SRR12534002	SRR12534003	SRR12534004	SRR12534005	SRR12534006	SRR12534007	SRR12534008	SRR12534009	SRR12534010	SRR12534011	SRR12534012	SRR12534013	SRR12534014	SRR12534015	SRR12534016	SRR12534017	SRR12534018	SRR12534019	SRR12534020
asv31	28	0	0	0	0	0	0	0	0	539	19	0	0	67	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	3102	7545	646	0	0	31262	9	0	2276	0	0	0	0	0	0	279	0	0	0	0	0	0	14271	117	378	0	0	7907	4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10986	0	0	4386	0	0	0	0	0	0	34549	30	373	0	23356	0	0	0	691	0	0	629	0	0	0	13	0	0	2176	0	0	0	6	0	0	5437	0	0	0	0
asv32	1948	901	45	0	186	0	9	122	534	0	734	0	250	238	1655	0	472	2104	248	0	1903	746	5523	71	203	34	0	0	0	0	1034	995	0	933	244	37	355	7	174	0	0	0	881	0	955	0	1857	3260	0	0	1989	0	1103	0	0	57	10123	620	123	871	0	11400	864	0	1424	2078	152	257	1358	0	328	407	2232	182	0	0	356	299	469	1849	677	738	3714	1347	144	2091	4188	909	498	134	386	0	1018	6	0	1454	282	3735	1686	0	811	460	0	1510	520	1071	172	0	6	446	0	0	81	3953	2344	3455	23	0	0	281	59	96	0	61	0	0	16	9809	0	762	0	2401	11756	16	0	126	756	967	462	0
asv33	67	16	1507	0	39	0	0	0	1494	32	0	0	222	0	44	14317	294	97	0	0	140	9210	66	0	13348	0	0	0	0	0	1480	220	0	117	2233	0	227	566	3866	0	0	0	1408	0	437	0	1846	332	310	0	1059	0	71	0	0	67	2095	244	158	211	0	1718	5054	0	31	1751	0	28	643	0	74	384	1323	151	0	4	948	56	2605	0	0	248	352	926	0	0	0	541	0	3286	39	16	825	6	0	1946	14	8983	3365	917	3249	3294	0	428	969	120	4511	9	0	0	0	0	111	256	17303	245	0	0	19	385	5	775	0	0	0	0	0	1074	0	2181	0	0	68	0	0	314	0	538	1950	6
asv34	35	0	0	0	624	0	0	1403	0	1038	29	0	87	361	3548	290	268	12224	0	0	0	0	3247	0	0	995	38752	1201	0	0	0	163	10	353	0	5840	52	0	0	0	0	0	0	0	1265	0	0	0	9499	0	624	0	210	120	0	0	0	0	0	0	0	108	1532	0	34	0	689	4732	130	0	0	322	1061	53	0	4659	0	208	87	0	0	0	66	0	330	0	77	0	0	0	0	208	874	0	0	0	1259	0	209	0	0	736	0	0	0	2609	17745	0	2598	0	0	0	0	0	133	0	1455	0	0	0	0	0	0	0	0	44	77	0	0	0	0	0	90	824	0	0	458	271	186	0
asv35	1297	62	20	4416	0	0	0	0	336	1758	161	0	4850	355	8	0	689	563	15364	0	0	54	727	0	0	3901	0	0	0	0	47	325	0	178	1453	1981	0	0	354	0	0	0	409	1313	1111	0	1473	0	0	0	2286	6792	1839	0	0	141	425	1019	202	0	0	0	114	0	0	51	651	0	275	133	0	230	41	0	0	0	409	427	205	2168	0	0	305	414	565	31242	0	0	3370	208	88	36	0	0	0	455	136	0	0	0	3918	0	0	199	230	0	1582	0	0	0	0	0	0	0	149	29	0	0	0	2383	0	0	0	0	0	0	11	328	0	12128	392	3134	19	0	0	0	0	0	596	571
asv36	24	0	206	0	5446	0	32	388	0	77	0	343	40	33	184	211	361	0	0	0	0	0	962	614	0	0	256	20573	0	0	119	221	0	86	0	13	0	9	0	630	122	13	262	0	0	0	113	0	194	0	1130	155	0	19987	0	0	7	0	14	224	15930	1349	49	2	212	282	234	493	0	456	864	44	4	641	0	4838	0	362	3	0	0	88	197	484	180	0	0	0	172	0	0	1024	420	0	4	752	0	0	0	0	0	680	1003	63	3	835	201	9	69	580	0	3	53	0	0	0	1109	0	398	0	0	2156	0	1	0	0	0	19	24863	22	1947	0	41	959	0	0	138	0	49	0
asv37	39	0	3282	0	0	0	42	1241	0	0	121	0	737	0	27	0	5117	9045	0	0	5	0	401	0	0	2713	0	0	6055	0	0	15248	0	24025	4494	0	0	0	5	0	0	0	0	691	1313	0	217	0	0	0	21988	0	0	0	0	22	0	0	0	0	81	0	0	0	10	0	3853	0	5653	0	0	0	143	0	0	0	0	410	163	0	0	670	0	193	0	0	597	0	0	0	0	0	0	0	0	120	0	2484	0	0	92	0	0	0	269	0	0	0	0	0	0	0	214	0	0	0	0	0	1125	37	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1136	48	0
asv38	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3228	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	240	0	2	0	0	59	141	0	0	24	8	290	0	210	0	31	0	5	58	0	272	4149	1679	0	110	14	4	1288	96677	0	0	0	0	0	0	0	0	0	0	0	111	0	29	0	0	0	0	0	0	0	0	157	0	0	0	0	889	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	0	0
asv39	415	2024	4001	16	7	0	49	329	91	0	1958	0	21	7270	1365	382	2116	480	0	0	514	2823	1440	634	0	59	0	0	0	0	295	0	359	4169	7734	254	0	0	0	0	0	340	23	418	691	0	905	1196	0	0	3274	0	0	14	1417	14464	8254	203	8	119	0	16	0	0	0	18	1743	0	62	0	87	592	1253	95	0	0	0	912	0	0	1732	9	447	0	8495	0	2943	0	0	0	0	0	669	0	0	2994	281	61	0	1440	4993	457	0	566	198	150	0	0	0	0	0	0	428	0	0	0	0	0	0	2022	0	0	0	0	415	305	210	266	26	0	0	0	1036	0	0	0	227	3336	25	611
asv40	841	1229	327	0	13	0	0	0	1700	0	0	0	284	0	1116	41	613	304	190	0	43	516	0	12	0	0	0	0	0	90	1065	15	0	108	0	0	0	170	1948	2719	14	0	14	0	326	0	5134	10959	0	0	0	0	0	286	0	236	644	0	0	692	0	1172	223	0	639	498	29	0	199	0	430	1072	2001	1960	0	0	0	228	305	1330	2788	18	14257	0	5280	1870	541	0	572	75	385	27	2223	17862	0	106	266	420	880	0	432	564	0	227	333	18	0	0	0	4632	0	0	0	766	1533	31	0	0	0	307	0	213	0	0	0	0	0	6449	0	168	0	191	462	13	0	0	120	102	1186	0
asv41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2432	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	16130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	13	29	38	12	15	0	27	0	0	0	0	0	0	0	14	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	67
asv42	692	164	0	0	1033	0	0	84	6710	11	31	84	533	0	163	3203	71	536	3537	0	3019	4167	0	614	501	0	0	0	0	16	877	899	0	0	0	115	2494	372	2122	52	0	0	1045	0	0	0	5526	205	246	0	400	0	1936	0	0	0	3084	1131	81	382	0	6829	85	0	0	144	0	55	712	146	198	90	27	103	0	0	37	484	486	0	3295	313	0	1239	551	2739	7777	1414	4145	51	1730	0	1194	0	0	136	206	0	1057	0	178	278	0	945	179	81	457	0	0	1263	0	0	0	0	4293	81	0	0	0	2098	6	731	0	0	0	0	0	5737	163	407	642	0	1027	114	0	0	1035	59	1397	0
asv43	0	0	0	0	31	0	24	23794	0	0	71	0	20	0	0	0	2932	0	18	0	21	0	0	2376	0	878	0	122	0	0	0	0	0	0	0	0	0	0	152	0	0	1880	0	0	0	0	0	0	0	0	408	43	0	0	0	96	109	0	0	0	32	0	15250	0	30	0	10161	0	0	0	0	103	442	0	0	0	0	8681	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	36	247	0	0	0	0	0	0	0	0	0	447	5898	0	0	0	0	0	0	3200	0	0	1452	0	597	0	0	0	0	0	0	0	0	0	0	118	0	0	0	102	0	0	17135	1175	0	0
asv44	0	0	0	0	0	0	0	0	0	0	0	0	65196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	63	0	0	0	0	0	0	0	116	0	0	263	0	0	1492	0	0	0	0	0	2157	0	0	0	0	0	0	1493	0	0	0	0	0	0	0	470	1000	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	363	0	0	0	0	1091	466	0	0	0	0	0	0	0	0	0	0	0	17345	0	0	0	0	1112	0	0	0	0	0	3201	0	0	0	0	0	0	0	0	0	98	155	0
asv45	3366	2818	28	297	120	193	12	717	977	369	271	0	1446	1458	722	49	1364	517	13087	0	889	605	682	44	0	274	142	348	329	23	287	213	0	559	3758	74	197	0	544	87	963	360	159	970	379	98	1937	763	87	0	542	3098	116	0	0	237	670	310	544	166	0	1268	0	0	150	375	151	661	140	135	393	198	317	24	0	394	226	594	187	785	5980	281	2280	1134	384	6420	987	442	62	117	573	0	315	1849	0	227	146	361	346	1045	713	109	636	327	130	240	658	0	0	287	0	0	214	24	0	1600	169	0	36	2888	77	244	0	183	0	0	1021	2698	555	986	1758	2054	162	0	0	34	0	35	171	988
asv46	0	173	280	0	458	0	69	48	274	36	188	0	169	0	356	75	284	1511	0	0	6642	1978	0	66	826	0	147	2429	0	57	510	435	10	1222	3866	277	0	187	1353	2485	1220	0	181	0	226	755	5674	291	8	0	357	65	733	8879	5	0	424	513	0	0	32	13768	1231	5	1447	647	0	0	152	311	856	0	142	0	0	954	0	174	623	644	736	87	0	2066	48	36	1977	1365	449	161	803	0	1903	834	0	335	39	1322	0	0	0	789	0	1853	118	232	1033	0	0	2238	0	0	443	1958	0	380	64	0	21	736	0	436	0	0	368	12	905	900	0	1045	0	42	635	0	0	223	1179	536	276	7
asv47	1870	190	270	273	45	0	12	826	649	162	746	0	1267	52	957	603	396	2978	5839	0	4425	159	774	89	0	88	676	4397	114	0	233	475	0	92	1759	936	73	57	28	0	565	0	639	546	1222	1860	406	208	48	0	1082	1852	899	6	0	29	1370	209	73	176	972	1257	1778	0	2366	183	597	514	728	452	660	152	875	104	0	1762	0	1699	846	0	395	193	1199	883	1715	2155	278	667	915	257	1002	0	394	0	0	518	146	3307	453	638	1021	2645	0	149	1050	974	340	0	0	0	0	0	575	2626	2561	1170	0	0	54	2125	0	607	0	0	0	0	15	1962	0	968	1196	167	576	14	0	132	31	648	872	0
asv48	3505	332	0	21	17	3	41	36	107	8	135	0	2001	0	84	187	1635	221	15586	0	12	187	15	1	2	258	0	75	2	0	6	37	0	3126	7	0	5	0	467	21	0	27	250	2	233	0	375	1182	8	0	1313	81	0	38	0	1006	3	3	1223	13	0	0	571	0	36	184	150	437	163	11	11	14	421	45	0	1938	1326	49	60	14	517	403	10168	51	536	6303	3548	27	710	23	285	0	519	320	0	198	27	6120	171	178	1504	40	137	42	312	98	39	0	0	31	0	0	368	162	305	618	151	0	5	2145	13	0	0	61	3	55	17060	735	0	52	0	890	100	0	0	6	0	183	584	0
asv49	920	0	0	28	88	320	41	0	1223	0	30	0	674	67	0	0	762	156	0	48	0	0	0	17	0	181	0	0	31	0	71	1288	0	143	0	0	0	51	1256	0	0	0	0	855	225	142	319	21475	0	0	2738	0	0	211	0	0	2335	0	0	0	17	0	181	0	6856	0	0	0	190	0	1804	793	12	97	0	0	3335	0	182	0	771	211	6787	186	9132	0	1283	82	1073	0	0	0	8597	0	0	1448	165	0	11	424	975	216	0	39	139	1047	0	0	0	0	0	0	230	11	0	0	0	0	0	75	0	164	0	0	0	233	0	3979	0	484	119	489	0	0	0	67	1920	619	1827	0
asv50	246	450	0	0	1811	0	0	188	0	1937	0	0	223	0	225	188	0	817	63	10	0	45	1001	948	104	0	0	0	0	0	0	7787	0	418	405	4063	93	0	0	0	0	12833	0	0	1608	21	84	0	5043	16	1136	0	0	0	0	24	0	0	0	0	0	98	3640	0	0	0	116	6344	0	0	0	204	874	111	0	4792	0	953	1703	0	0	0	0	0	1102	0	0	0	0	0	16	0	66	0	0	152	1468	0	1428	0	43	1349	0	28	0	298	0	0	395	44	8	0	0	1329	1470	0	2454	0	514	0	0	0	18	10218	287	71	0	43	6	366	5756	0	253	0	0	0	0	30	0	0
asv51	524	581	29	0	14	95	19	14	26	0	0	0	4	0	566	351	0	2819	2416	0	1	113	3468	13	0	0	0	47	0	0	477	0	0	77	4	0	0	0	829	0	0	15	1193	0	410	3	533	126	0	0	1059	0	0	0	0	0	9	284	0	1473	0	3612	6902	0	0	682	33	16	25	63	1226	11508	13558	20	0	0	0	654	404	1290	2246	18	965	15	0	2706	3117	197	645	5	121	25	179	0	0	475	216	3952	0	0	1128	15	0	144	1398	22	0	0	8	8	0	0	0	32	4	6201	0	0	0	719	0	8	0	0	0	0	0	3500	0	105	0	18	2272	0	0	2	0	201	73	0
asv52	107	0	1	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83710	0	53	0	0	0	0	0	0	26	0	0	19	0	0	0	0	0	0	0	72	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
asv53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv54	407	86	347	32	0	0	0	26	162	31	0	0	152	21	101	170	50	0	182	214	116	13	0	0	53	0	0	0	0	13	0	12	0	23	22	31	13	0	125	67	104	1265	0	0	434	0	53	0	0	0	98	0	0	71393	0	114	255	124	17	0	0	1867	0	0	246	85	138	0	0	763	175	0	0	22	0	68	0	597	0	97	388	21	47	0	235	0	216	40	0	0	0	256	0	0	0	22	0	0	252	0	0	45	57	163	110	34	0	0	0	0	0	0	0	0	0	0	0	136	166	25	0	79	0	0	0	0	0	77	29	123	14	18	149	0	0	0	35	30	16	0
asv55	0	0	13701	47	7114	0	216	439	0	0	0	0	105	0	0	33	1058	168	253	118	73	0	952	5835	0	0	11928	0	0	0	73	169	0	0	141	37	0	0	0	0	1520	0	230	537	0	0	0	110	0	0	105	0	0	0	0	21	0	0	0	0	62	0	358	0	0	0	42	0	2023	69	101	0	97	225	0	318	0	2848	0	68	31	126	0	69	0	0	0	0	0	0	0	0	413	0	0	108	15	114	0	0	69	878	0	82	48	39	5221	0	0	0	0	0	0	4717	244	0	3564	0	723	0	0	16	691	0	0	0	0	0	0	0	9767	0	0	0	0	0	3213	0	253	0
asv56	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	28	0	182	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78788	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	25	253	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	151	0	0	68	0	0	71	0	0	0	1	74	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	16	0	40	0	0	0	0	0	0	0	3	0	0
asv57	0	26	211	0	1301	9	213	2334	0	45	0	15965	0	0	68	2947	832	42	0	0	0	175	289	7293	0	0	2685	776	0	0	0	63	0	0	0	0	32	7511	788	137	0	0	1134	0	136	2459	210	2834	2	0	326	0	0	0	0	0	3	56	0	235	0	0	282	0	0	0	0	0	296	9	0	0	8	230	7777	75	0	64	3712	32	0	0	0	0	0	0	0	0	0	1707	17	0	3501	25	72	0	0	431	0	0	93	981	0	0	0	125	567	0	0	1325	0	0	0	0	0	0	76	0	99	0	0	2554	0	0	0	0	16	0	0	89	0	0	179	0	0	64	4027	0	0	0
asv58	6687	0	13	0	105	354	0	0	4273	1963	0	0	239	6	330	61	0	106	0	183	318	799	0	0	0	580	44	0	198	0	66	0	0	1887	0	249	175	42	0	12	101	64	0	0	215	0	9101	200	0	0	385	741	305	0	0	215	886	2	0	21	0	403	62	219	1284	45	1350	93	1891	0	0	645	698	38	162	6365	172	0	1117	0	274	0	2604	1465	0	0	273	206	1854	93	447	1897	0	0	0	1203	0	1120	802	1816	3596	2498	0	240	7	24	125	0	0	138	0	160	2755	0	0	0	781	0	212	2220	0	2250	1690	0	172	0	0	36	0	433	55	409	0	140	0	0	0	181	285	0
asv59	268	3	0	0	370	0	9	0	221	240	0	0	0	31	0	261	79	0	24855	0	0	39	0	383	188	0	0	0	47	0	0	14	0	0	11624	6	0	0	526	0	0	68	0	0	293	0	0	102	0	0	119	0	0	9	0	9	1343	0	0	0	0	0	0	0	202	0	196	10	2114	0	0	0	12	41	0	0	0	0	378	1952	0	0	561	181	0	21583	0	13	0	0	0	8	0	0	0	453	0	0	55	0	2120	508	0	243	15	0	1793	0	0	0	0	0	0	89	0	39	0	0	29	1661	0	26	0	0	135	0	0	146	0	168	0	0	433	0	0	0	0	30	465	0
asv60	0	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29887	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	38918	0	0	0	0	631	0	0	0	0	0	0	0	0	3695	0	0	0	0	0	0	1312	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv61	10	0	5	18	0	225	0	0	0	37	0	27	7	0	0	0	6	27	0	1536	0	48	0	0	0	0	2	2	0	99	184	24	3398	6	232	0	0	0	43	30	135	3677	136	16305	15	0	40	0	0	3509	0	72	0	7	9636	12	212	74	483	41	0	14	0	22	43	0	0	0	0	0	0	7	0	0	0	0	0	0	0	50	61	0	0	0	75	2989	0	0	0	0	0	0	19	0	30	44	0	0	46	2402	119	19	0	75	40	5	24	53	0	1191	708	0	19	61	481	274	8	206	15	289	50	25	50	4	5713	12	7	0	17	0	0	0	0	0	229	60	0	0	0	20276
asv62	119	0	1615	54	542	655	25	187	675	0	123	442	490	0	1255	236	451	56	100	383	0	180	0	93	1941	0	174	0	0	0	162	133	0	429	0	208	363	0	0	964	0	4287	0	0	58	0	109	493	169	0	2232	0	311	263	0	267	360	127	0	0	0	8131	75	0	0	837	111	565	36	236	1775	227	378	370	0	3385	0	0	61	0	3472	197	525	169	2677	6004	460	311	0	898	2090	0	1199	5251	77	385	0	998	374	130	0	242	572	155	669	412	293	0	0	0	0	0	25	96	109	417	491	0	84	0	0	299	0	136	0	0	0	0	2595	596	334	0	84	0	0	214	144	0	325	0
asv63	6	0	26	10	0	865	58	0	51	0	0	0	37	24	151	0	43	11	157	1570	0	0	4259	0	0	0	0	0	0	0	63	0	0	0	0	19	0	0	0	0	0	0	548	0	0	448	0	0	0	65	0	0	7	15	0	0	0	0	16	374	270	18	0	9	0	0	0	0	22	128	133	0	0	7	0	63	0	4114	5	96	52	11	1868	33756	756	0	392	0	2657	8	0	0	14806	12	0	0	0	0	0	722	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	37	0	0	0
asv64	932	0	14	0	0	0	0	0	328	2169	337	0	6371	422	0	0	722	0	4636	0	1173	0	0	0	0	1212	0	0	126	0	0	216	0	0	1997	335	0	0	513	0	0	0	381	0	1197	0	1616	0	0	0	1854	170	0	109	0	82	0	0	66	0	0	0	45	0	0	152	349	166	1628	0	0	69	20	0	0	0	2154	784	215	2457	3487	0	3280	697	789	1661	504	0	2233	111	42	0	0	0	0	395	0	0	336	207	2457	0	0	214	0	0	1431	0	0	0	0	0	2160	0	515	0	0	0	0	2653	0	0	0	0	0	0	0	983	0	7157	0	524	0	0	0	89	0	548	969	0
asv65	347	230	0	13	1606	0	87	107	3466	0	0	0	1089	0	1004	0	396	752	0	0	0	3207	0	212	363	0	447	0	0	0	438	276	0	24	0	146	0	914	4671	757	0	0	883	0	40	0	2919	0	0	0	247	0	0	84	0	38	6778	572	0	2009	13	2614	447	0	0	937	0	0	376	15	221	0	0	243	12111	0	109	0	483	0	1811	0	340	320	0	0	0	0	270	428	343	0	0	0	0	0	93	942	642	0	360	1442	0	312	0	139	155	0	0	0	0	0	0	324	546	0	0	0	0	0	0	833	0	0	0	0	0	2680	0	737	997	0	939	0	0	245	1744	60	0	0
asv66	402	198	0	0	2577	107	85	0	3366	0	0	48	226	0	207	0	159	243	0	0	0	3305	0	583	552	0	896	0	0	0	845	562	0	275	182	36	659	412	0	0	263	0	396	0	56	243	2406	217	0	0	329	0	1070	246	0	0	2685	281	0	669	0	2576	72	0	0	1520	123	42	293	0	743	0	56	122	4435	92	31	0	527	55	1203	73	0	313	0	0	0	0	1883	772	1054	0	1460	0	0	58	254	1919	2270	0	156	384	0	1007	0	124	0	0	0	1270	0	0	104	404	1658	1125	0	0	14	555	0	2667	0	0	0	0	0	6081	0	468	853	27	2153	132	0	118	1312	111	0	0
asv67	1	110	7	0	86	0	0	0	2842	0	0	0	519	0	763	1263	0	3236	728	0	199	1651	0	136	0	0	0	0	0	0	130	0	0	0	741	0	0	390	374	0	0	0	325	0	1858	129	2386	3338	0	19	4	0	0	489	0	0	1973	0	0	722	0	13	13	0	0	273	0	0	38	0	1776	0	0	71	0	0	0	565	1309	0	0	1004	6640	2170	0	6	878	0	2	291	3521	0	4154	0	0	146	149	0	0	0	2	593	0	76	76	0	0	0	0	2538	0	0	0	5074	799	1100	0	0	0	3	0	474	0	0	0	0	0	3277	0	1	0	20	3341	0	0	725	0	228	0	0
asv68	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	59	0	344	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59634	0	0	0	0	0	0	0	0	44	0	453	0	0	0	0	35	0	0	0	507	0	0	0	0	0	0	0	0	0	0	84	192	323	0	0	1143	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	239	0	0	0	452	0	0	0	0	0	0	179	49	0	0	0	0	0	0	0	246	0	109	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
asv69	0	127	113	27	2137	360	0	674	140	18	221	279	138	0	141	94	65	263	616	390	90	146	0	35	49	39	583	116	451	0	410	51	0	300	0	40	0	148	32	849	163	6174	1134	0	43	0	335	98	0	424	268	0	134	51	0	409	13	78	436	0	5443	273	36	310	345	139	106	700	116	1680	1572	62	120	233	504	5609	173	243	98	238	2645	123	187	312	601	3510	455	98	0	69	362	218	448	1711	2440	290	75	467	292	0	0	100	381	182	79	187	2102	0	0	0	0	53	70	126	0	1843	1144	1348	153	82	0	1709	0	62	0	0	0	130	455	349	1503	0	389	0	20	845	74	38	134	0
asv70	0	0	0	0	0	0	0	0	0	152	0	0	0	471	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522	36607	0	0	338	0	0	1084	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	700	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	198	0	0	0	0	0	464	11390	0	0	0	1597	0	0	0	0	0	0	0	0	0	0	0	0	0	7418	0	0	0	0	0	0	199	0	0	0	0	607	0	0	45	0	0	0	0	0
asv71	0	0	0	0	4	7	3	0	0	10	0	136	0	0	31	1159	0	0	0	0	0	0	0	7	56659	0	4	9	0	65	0	0	0	4	0	0	45	0	0	230	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	174	0	18	50	0	0	47	102	0	165	0	0	0	0	598	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	125	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	93	0	0	0	0	0	3500	0	0	0	153	0	6	0	203	0	0	23	0	10	0	93	0	21	0	0	0	0	0
asv72	173	0	71	56	751	0	13	325	41	54	0	0	732	0	38	353	44	0	118	183	123	198	0	1282	180	20	0	1010	0	0	49	9	0	137	68	26	53	35	890	38	95	248	114	0	59	1455	163	60	0	0	359	0	0	43562	0	121	146	70	23	0	0	272	0	0	53	55	1220	0	22	0	0	0	10	327	161	78	64	413	97	624	281	35	48	0	58	200	0	139	141	21	0	740	467	80	29	127	0	19	305	0	26	299	178	409	0	116	62	0	271	0	0	6	43	13	0	0	74	0	129	114	5	487	0	0	0	0	0	738	45	85	485	12	635	0	0	0	12	16	23	0
asv73	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	340	537	62812	6	7	0	8	0	19	4	11	0	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
